text,discourse_relation
"I know nothing of where the pig was either bred or born; but he may have been the squires for aught I can tell: you know this country better than I do, take my pig and give me the goose.",evaluation
Have you never thought of being engaged?,evaluation
dmm made an offer to trade 2 wood for 1 clay from the bank or a port.,evaluation
I hope all your beautiful dreams will come true.,evaluation
The little door is creaking.,evaluation
"Poor, despised herbs, said the apple-branch; there is really a difference between them and such as I am.",evaluation
1,evaluation
"There was often a good deal of show in the streets- show that we don't see nowadays, because it has been abolished as too old-fashioned.",evaluation
roll a damn 8,evaluation
"If the tea-urn won't sing,' said the pen, 'she can leave it alone; there is a nightingale in a cage who can sing; she has not been taught much, certainly, but we need not say anything this evening about that.'",evaluation
"All of us, excepting the water-bucket, which is sometimes taken into the courtyard, live here together within these four walls.",evaluation
"It is very uncomfortable, I am afraid I shall be summoned.",evaluation
"To repeat it all would require years and days; for year by year it is telling the old stories, sometimes short ones, sometimes long ones, according to its whim; it tells of old times, of the dark hard times, thus: In the church of St. Alban, the monk had mounted up into the tower.",evaluation
This is something different to being a mere plant and bearing flowers.,evaluation
The cat asked him if he would like to see her horses?,evaluation
It is by pressure that a jewel is stamped.,evaluation
"Another thing they wondered at was, that they were able without trouble to understand the language.",evaluation
"At length the stag stopped in front of a wall of rock, and gently let the tailor down.",evaluation
i can give wheat,evaluation
He will be the joy of our home; and we old folks have nothing else to live for.,evaluation
"They took him forth, but when they should have killed him, they could not do it for pity, and let him go, and they cut the eyes and tongue out of a deer that they might carry them to the old man as a token.",evaluation
"Look, I am lame, and have blisters on my feet with walking here, I cannot possibly turn back again.",evaluation
Tomm made an offer to trade  for  from the bank or a port.,evaluation
is matt sits that one out :D,evaluation
"Poor, despised herbs, said the apple-branch; there is really a difference between them and such as I am.",evaluation
"It is prophesied, too, that in his fourteenth year he will have the Kings daughter for his wife.",evaluation
"Who knows whether we shall find anything better to-day? said the servant; so he killed the raven, and took it with him.",evaluation
or wood?,evaluation
I am the daughter of a rich count.,evaluation
yiin made an offer to trade 3 ore for 1 wheat from the bank or a port.,evaluation
these rules are different to the real rules,evaluation
tomas.kostan made an offer to trade 3 wheat for 1 wood from the bank or a port.,evaluation
I hate cow-beef; it is not tender enough for me.,evaluation
"* I want a voice, or, I have no voice.",evaluation
"The tailor, full of unwonted courage, jumped up, put his clothes on in haste, and hurried out.",evaluation
"I have seen it, and a loftier and purer rose does not bloom.",evaluation
The cooper's tub stuck itself up under the head of ladies' costumes.,evaluation
"The pastor's hand trembled; he dared not stretch it out, he did not venture to pull a hair out of the sinner's head.",evaluation
He will be the joy of our home; and we old folks have nothing else to live for.,evaluation
"Icy winter comes again, and the white bees are swarming, and sting the traveller's face till they melt.",evaluation
"The more the top thought of this, the more he longed for the ball.",evaluation
"It became very cold, the dew fell, and the wind blew; so he thought the best thing he could do would be to return home.",evaluation
Anyone got a spare sheep or wool for an ore?,evaluation
move the rubber from sheep,evaluation
1 for 1?,evaluation
"Get away; don't come so near me, said the garter, you appear to me quite like a man.",evaluation
"There is still one thing that could save her, said one of the wisest among them.",evaluation
"You do not see very far, nor very clearly, he said to the apple-branch.",evaluation
yer thats finr,evaluation
"Every time I fly up in the air, he puts his head out of the nest, and says, 'Will you?' and I have said, 'Yes,' to myself silently, and that is as good as being half engaged; but I will promise never to forget you.",evaluation
"Good day, Mrs Cat of Kehrewit, How comes it that alone you sit?",evaluation
It is not boiled enough; it is hard.,evaluation
"At length the stag stopped in front of a wall of rock, and gently let the tailor down.",evaluation
"Invisible to men, we shall penetrate into their most secret chambers; but with sure hand you must find out him who is destined to eternal torture, and before the cock crows he must be found!",evaluation
"The sister said, Oh, I pray you, dear brother, do not drink, or you will become a roebuck, and run away from me.",evaluation
And now we see how wonderfully things are ordered.,evaluation
I have only 1 of 1,evaluation
And you saw all that with your own eyes?,evaluation
"Alas! said the dog, my master was going to knock me on the head, because I am old and weak, and can no longer make myself useful to him in hunting; so I ran away; but what can I do to earn my livelihood?",evaluation
"Yes; but you must get up behind, or my horses will not be able to draw you.",evaluation
"Pass the night with me, it is already dark, said he; you cannot go any further to-night.",evaluation
Have I not reason to creak?,evaluation
"And as the old grandfather's spirit followed the next hovering flame, he knew whither it would lead him.",evaluation
"It was the hour of the mother's sorrow, when there pealed forth from the church tower the sound of festive bells.",evaluation
"You may smoke three, answered the king, but do not imagine that I will spare your life.",evaluation
I shall win the Princess!,evaluation
The little tree is shaking itself.,evaluation
"I see well enough, said the witch, that you can do no more today, but I will keep you yet another night, in payment for which you must tomorrow chop me a load of wood, and chop it small.",evaluation
"so you now need no wheat,",evaluation
They should have.,evaluation
"The latter has neither hens nor chicks, and only thinks of himself and perspires verdigris.",evaluation
"People say that I look exceedingly well, said the flax, and that I am so fine and long that I shall make a beautiful piece of linen.",evaluation
"Thank heaven we are at home again within our own four walls, said mamma-in-law and daughter both, on their return after a year's absence.",evaluation
"He is but a poor fool, and not doomed to be tortured eternally by fire!",evaluation
The Lord hath forbidden me to let any one in while he is out.,evaluation
"I shall be obliged to propose to the hair-brush, thought the shirt collar; so he remarked one day, It is wonderful what beautiful hair you have, my little lady.",evaluation
"What then must happen to us, who only grow out of the earth, and are so inferior to them, if we venture to do so?",evaluation
yiin made an offer to trade 3 ore for 1 wheat from the bank or a port.,evaluation
"The little door is creaking, The little broom is sweeping.",evaluation
Kittles ended their turn.,evaluation
"It is prophesied, too, that in his fourteenth year he will have the Kings daughter for his wife.",evaluation
"I am a poor tailor, he answered, whom night has surprised here in the wilderness, and I earnestly beg you to take me into your hut until morning.",evaluation
nareik15 made an offer to trade 3 ore for 1 wheat from the bank or a port.,evaluation
They are only weeds; but of course there must be weeds.,evaluation
"The little people who now play on that spot know nothing of the old tale, else would they fancy they heard a child crying deep below the earth, and the dewdrops on each blade of grass would be to them tears of woe.",evaluation
How does the city look when you enter in at the gate?,evaluation
"When he tried him, his strength had increased so much that he could tear an old tree out of the ground.",evaluation
I need clay or ore,evaluation
"No, I don't like to be always talking of what we are,' remarked the saucepan; 'let us think of some other amusement; I will begin.",evaluation
It is past midnight.,evaluation
"inca made an offer to trade 2 clay, 1 ore for 1 wood from the bank or a port.",evaluation
"May I never be whipped again, said the top, if I am not telling you the truth.",evaluation
It ended,evaluation
yiin made an offer to trade 3 ore for 1 wheat from the bank or a port.,evaluation
"Half-done! answered the mouse, they are such odd names, they make me very thoughtful.",evaluation
"And when he again heard the sport outside, he said, I cannot bear it, I must be there; they shall not find it so easy to catch me.",evaluation
"When people came home they used to say that it had been very romantic, and that really means something else than merely taking tea.",evaluation
"I had a great deal of information from my father, and I have noticed a great deal myself.",evaluation
"There it goes, she said; the more I pluck, the more beautiful do I get.",evaluation
and an ore.. :),evaluation
"They came straight towards the little daisy, which could not understand what they wanted.",evaluation
william made an offer to trade 3 wheat for 1 clay from the bank or a port.,evaluation
"I should think not, replied the scissors.",evaluation
"Oh, it is very pretty, exceedingly beautiful, replied the old minister looking through his glasses.",evaluation
wood,evaluation
At last it was put on the spinning wheel.,evaluation
"You shall know that, answered he; only wait until I come back.",evaluation
"She took nothing with her but a little ring which her father and mother had given her, a loaf of bread in case she should be hungry, a little pitcher of water in case she should be thirsty, and a little stool to rest upon when she should be weary.",evaluation
yiin made an offer to trade 1 ore for 1 clay from the bank or a port.,evaluation
"You ought to be a countess, said the shirt collar; but all I possess consists of a fine gentleman, a boot-jack, and a comb.",evaluation
"That's Paris, or some other great city, for they're all alike.",evaluation
1 for 1?,evaluation
sorry,evaluation
"Not even now, for the bell is ringing and singing its loud Ding-dong, ding-dong!'",evaluation
"Yes, if you can guess what it is, said Kribble-Krabble, I'll make you a present of it.",evaluation
You a true friend!,evaluation
"He ought really to have read it over again, but he could not for want of light.",evaluation
What does the good-for-nothing want in the parlour? said they; they who would eat bread should first earn it; away with the kitchen-maid!,evaluation
jon made an offer to trade 2 wood for 1 clay from the bank or a port.,evaluation
Martha had fallen into the sleep of death just as we arrived there.,evaluation
But I must have more- much more.,evaluation
"There was a kind of sentry-house, where dwelt the venerable old superintendent of the fire brigade, who always arrived with the last engine.",evaluation
"I dont care whose pig it is, but wherever it came from it has been a very good friend to me.",evaluation
anyone want to trade ore or sheep for these wheat?!,evaluation
"I can see and hear, it thought; the sun shines upon me, and the forest kisses me.",evaluation
sheeo?,evaluation
anyone got sheep for a wood?,evaluation
It's a great city!,evaluation
"If you know of nothing better, we will give the commission to the white gnats; they fly about in rain and sunshine; they know the burdock wood from one end to the other.",evaluation
anybody with clay now?,evaluation
I don't beieve a 4 has been rolled for some time,evaluation
anyone got sheep for a wood?,evaluation
"He is clad in iron and steel, and rests his head on his strong arm; his long beard hangs down upon the marble table, into which it has become firmly rooted; he sleeps and dreams, but in his dreams he sees everything that happens in Denmark.",evaluation
"No; I did not see any of the eruptions which are represented in those pictures; but I will show you a sketch of my own, which represents an eruption I once saw.",evaluation
I was after wood,evaluation
They are only weeds; but of course there must be weeds.,evaluation
"They took him forth, but when they should have killed him, they could not do it for pity, and let him go, and they cut the eyes and tongue out of a deer that they might carry them to the old man as a token.",evaluation
yeah,evaluation
i hav wod,evaluation
"i guess,",evaluation
"He often talked of his adventures, and the mamma was as simple and eager in her questions as on the first evening they met.",evaluation
is there a time limit on turns?,evaluation
"Not all can be born cucumbers; there must be other things, too.",evaluation
I would rather go away and see how I can earn my bread.,evaluation
I cannot be happier than I am now.,evaluation
... from william,evaluation
no,evaluation
"Still, it is very interesting to hear grandfather tell about it.",evaluation
"matt, still want a wood for one of your wheat?",evaluation
Marriage is a joy and also a torment.,evaluation
"How wonderful it is, that after all I have suffered, I am made something of at last; I am the luckiest person in the world- so strong and fine; and how white, and what a length!",evaluation
for a wheat?,evaluation
Nancy made an offer to trade 3 sheep for 1 wheat from the bank or a port.,evaluation
"At last, however, his wise men said, this will not do; the king must marry again, that we may have a queen.",evaluation
"Chanticleer ran as fast as he could to the river, and said, River, give me some water, for Partlet lies in the mountain, and will be choked by a great nut.",evaluation
can do clay for sheep,evaluation
They must be followed instantly to get them back again.,evaluation
"It is getting better and better, he cried.",evaluation
There was a King in those days.,evaluation
This was long before daybreak; and then they bustled away as quick as lightning.,evaluation
so we're both enemies ;),evaluation
nareik15 made an offer to trade 3 ore for 1 wheat from the bank or a port.,evaluation
No one could be happier than we should be.,evaluation
"At length the stag stopped in front of a wall of rock, and gently let the tailor down.",evaluation
They should have.,evaluation
Does not my suit fit me marvellously?,evaluation
"Yes, said he, but come again in half an hour, and cook the king the soup that he likes so much.",evaluation
I may sing of everything that is kept concealed behind lock and bars.,evaluation
"The king said to him: You may return to your home, I need you no longer, and you will not receive any more money, for he only receives wages who renders me service for them.",evaluation
"I shall not tell you, replied the garter.",evaluation
"Towards the church they ride, as fast as they may through the storm.",evaluation
"Hold me tight, she would say to the fingers, when they took her up, don't let me fall; if you do I shall never be found again, I am so very fine.",evaluation
"It is the time of falling leaves and of stranded ships, and soon icy winter will come.",evaluation
pleae,evaluation
no,evaluation
"It is all so wisely arranged, that a man may well be in a good humor.",evaluation
And now the wonderful little creatures were pink all over.,evaluation
And this is the first part of the story which might have been left out.,evaluation
"There is timber of silver, carpenters axe, square, and everything that is needful, all of silver, with these build me a small house.",evaluation
equal theiving opps,evaluation
"I wish I could console the poor lark, thought the daisy.",evaluation
"What does that matter, said the cat, it is no worse than Crumb-stealer, as your godchildren are called.",evaluation
"Yes, one ought to be able to redeem you so easily, you pure, pious woman, he said.",evaluation
He will strike you down before you can cry for mercy.,evaluation
"Now we must fumigate the place with burnt horse-hair and pig's bristles, and then I think I shall have done my part, said the elf man-servant.",evaluation
You are burning a hole in me.,evaluation
anyone wants to trade wheat for wood,evaluation
"I will give you my horse, and you shall give me the silver; which will save you a great deal of trouble in carrying such a heavy load about with you.",evaluation
Yes; but what do you think it is? said Kribble-Krabble.,evaluation
"May I never be whipped again, said the top, if I am not telling you the truth.",evaluation
clay?,evaluation
I eared that,evaluation
And you saw all that with your own eyes?,evaluation
"The little door is creaking, The little broom is sweeping.",evaluation
Kittles ended their turn.,evaluation
"I should think not, replied the scissors.",evaluation
"Alas! said the dog, my master was going to knock me on the head, because I am old and weak, and can no longer make myself useful to him in hunting; so I ran away; but what can I do to earn my livelihood?",evaluation
"The sister said, Oh, I pray you, dear brother, do not drink, or you will become a roebuck, and run away from me.",evaluation
agnes does...,evaluation
Shall we thrash him?,evaluation
these rules are different to the real rules,evaluation
It would be a sin to tear up a book like this.,evaluation
"She did not feel that she could trust him, and she could not look at him nor think of him without an inward shudder.",evaluation
jon made an offer to trade 3 wood for 1 clay from the bank or a port.,evaluation
gone,evaluation
Shall we thrash him?,evaluation
"The prince was of opinion that all this was right, and that it was only the natural course which things ought to take.",evaluation
"They had a mind to go thither, all except three.",evaluation
inca made an offer to trade 3 wheat for 1 clay from the bank or a port.,evaluation
"Next day the old woman took him to the well, and let him down in a basket.",evaluation
How could I fancy that I should ever be the means of bringing knowledge and joy to man?,evaluation
"It is around us, it is in us, it talks of our thoughts and of our deeds, and it speaks longer of them than does the Bell down in the depths of the Odense-Au where the Au-mann dwells.",evaluation
"On this a little broom in the corner said, Why art thou creaking, little door?",evaluation
yiin made an offer to trade 3 clay for 1 wheat from the bank or a port.,evaluation
"There was a kind of sentry-house, where dwelt the venerable old superintendent of the fire brigade, who always arrived with the last engine.",evaluation
"Ah, well, so it is; then I was but a child, and now I am old, as old as Preben Schwane then was.",evaluation
wood?,evaluation
yiin made an offer to trade 1 sheep for 1 wood from the bank or a port.,evaluation
"The leaf is kept, but the friendship does no longer exist.",evaluation
"Time passes away, and all things changed.",evaluation
rennoc,evaluation
Have I not reason to shake myself?,evaluation
okay cool,evaluation
"When people came home they used to say that it had been very romantic, and that really means something else than merely taking tea.",evaluation
"There is timber of silver, carpenters axe, square, and everything that is needful, all of silver, with these build me a small house.",evaluation
"Yes, every night he comes and tortures me!",evaluation
The Mouse thinks she is looking very ill.,evaluation
raef you wanna trade some ore?,evaluation
Nancy made an offer to trade 2 sheep for 1 wheat from the bank or a port.,evaluation
wood,evaluation
"The child is quite black, only it has white paws, but with that exception, it has not a single white hair on its whole body; this only happens once every few years, you will let me go, wont you?",evaluation
It was a grief as great to her as any grown person can experience.,evaluation
Okay,evaluation
"Bring her the loveliest rose in the world; one which exhibits the purest and brightest love, and if it is brought to her before her eyes close, she will not die.",evaluation
just sore?,evaluation
no,evaluation
"Then she was in a great fright, and cried out to Chanticleer, Pray run as fast as you can, and fetch me some water, or I shall be choked.",evaluation
"I should like to see Rome, she said; it must be a lovely city, or so many foreigners would not be constantly arriving there.",evaluation
"All of us, excepting the water-bucket, which is sometimes taken into the courtyard, live here together within these four walls.",evaluation
"I will extol and praise thee so to my father that he will marry me to thee, and make thee the heir to his crown.",evaluation
and whoever has most cards wins,evaluation
having the best midsummer evar,evaluation
I don[t need sheep though,evaluation
anyone have wood?,evaluation
"There was once on a time a poor man, who could no longer support his only son.",evaluation
"All good things go in threes, said she, I am asked to stand godmother again.",evaluation
J made an offer to trade 1 clay for 1 wood from the bank or a port.,evaluation
"He was such a little wee thing, that no human eye could see him.",evaluation
"My repugnance to his magic arts was, however, so great, that I vouchsafed him no answer.",evaluation
 you said w/o internat,evaluation
"Let it alone, said Tom Thumb; give me some fish, Hunca Munca!",evaluation
 you said w/o internat,evaluation
"I know nothing of where the pig was either bred or born; but he may have been the squires for aught I can tell: you know this country better than I do, take my pig and give me the goose.",evaluation
zorburt's sheep is the winner!,evaluation
bot got wheat,evaluation
"The king's son also received several good scratches, but the sun was shining on his way, and it is he whom we will now follow, for he was a quick fellow.",evaluation
"Yes, said he, but come again in half an hour, and cook the king the soup that he likes so much.",evaluation
"Two daughters, the elder of whom was going to be confirmed, still remained: they were both good, charming girls; but the lost child always seems the dearest; and when it is youngest, and a son, it makes the trial still more heavy.",evaluation
It is not so with the human heart!,evaluation
Where do you reside when you are at home? asked the shirt-collar.,evaluation
bot got wheat,evaluation
"I will extol and praise thee so to my father that he will marry me to thee, and make thee the heir to his crown.",evaluation
"When people came home they used to say that it had been very romantic, and that really means something else than merely taking tea.",evaluation
LJ?,evaluation
You have devoured all when you were standing godmother.,evaluation
only for caly,evaluation
"A straw was lying by the stream, and it said, I will lay myself across, and you shall drive over me.",evaluation
Darest thou to follow me? asked the form.,evaluation
We are like the goblin; we all go to visit the huckster because of the jam.,evaluation
Can I believe it? asked the ball.,evaluation
The Mouse thinks she is looking very ill.,evaluation
Tell us your opinion- we'll keep to ours just the same though.,evaluation
And I feel sure that Anna Maria pockets things--,evaluation
can do clay for sheep,evaluation
And when she had grown up her father said: We will get her married.,evaluation
"It is really necessary that I should mould the clay myself, he replied.",evaluation
She gave it to him out of her own garden- a nobleman's daughter.,evaluation
"You must not speak to me, said the garter; I do not think I have given you any encouragement to do so.",evaluation
"I must try the thing again, said the bear; when I watch you, I then think I ought to be able to do it too.",evaluation
"Do you see, said the sunbeam, do you see the beauty of these flowers? do you see their powers of giving pleasure?",evaluation
And I feel sure that Anna Maria pockets things--,evaluation
"His power increased day by day, his name was feared by all, and fortune favoured his deeds.",evaluation
"Begin by learning some craft or another, and see how you can get on.",evaluation
yiin made an offer to trade 3 wood for 1 clay from the bank or a port.,evaluation
"What a capital story, said the queen, I feel as if I were really in the kitchen, and could see the matches; yes, you shall marry our daughter.",evaluation
"They expect friends in the elfin hill, grand company, too; but who they are the earth-worm would not say, or, perhaps, he really did not know.",evaluation
"For many heavy days and dark nights the heart must suffer to enable it to endure trial and temptation; yet, amidst it all, would the minstrel sing.",evaluation
Tell us your opinion- we'll keep to ours just the same though.,evaluation
"There is something for thee to eat, said he to him, and then went his way.",evaluation
And when she had grown up her father said: We will get her married.,evaluation
How could it be otherwise with such a travelling companion as he had at last got?,evaluation
"In a flash of lightning heaven opens, and we can look in; but the sight will strike even human beings blind.",evaluation
yiin made an offer to trade 3 clay for 1 ore from the bank or a port.,evaluation
I have only 1 of 1,evaluation
"The wind will blow through the frock, and the thorns will tear it off my body.",evaluation
"When she came to the field she said to herself: What shall I do; shall I cut first, or shall I eat first?",evaluation
I need clay or ore,evaluation
"You must not speak to me, said the garter; I do not think I have given you any encouragement to do so.",evaluation
"Another daughter could make a figure like herself follow her, as if she had a shadow, which none of the goblin folk ever had.",evaluation
but i cant press roll,evaluation
"The latter has neither hens nor chicks, and only thinks of himself and perspires verdigris.",evaluation
We will now follow the career of the old bell.,evaluation
for sheep?,evaluation
I shall tell the emperor that I like the cloth very much.,evaluation
"It is getting better and better, he cried.",evaluation
"If I have only a piece of bread (and I certainly shall always be able to get that), I can, whenever I like, eat my butter and cheese with it; and when I am thirsty I can milk my cow and drink the milk: and what can I wish for more?",evaluation
... from ljaybrad123,evaluation
"Grandmother knows a great deal, for she was alive before father and mother- that's quite certain.",evaluation
You a true friend!,evaluation
"My repugnance to his magic arts was, however, so great, that I vouchsafed him no answer.",evaluation
still no clay or ore to sprae?,evaluation
Sink down into his grave- into oblivion- ye terrible shapes of the times of old!,evaluation
i don't have wood either,evaluation
"Snip, snap, snurre, Basse lurre: The song is ended.",evaluation
The cooper's tub stuck itself up under the head of ladies' costumes.,evaluation
"Then he unfolded to them both the beauties of Nature, in all her works; he pointed out to them how, in the scale of creation, inanimate matter was inferior to animate nature; the plant above the mineral, the animal above the plant, and man above them all.",evaluation
yiin made an offer to trade 3 ore for 1 wheat from the bank or a port.,evaluation
"No, I don't like to be always talking of what we are,' remarked the saucepan; 'let us think of some other amusement; I will begin.",evaluation
"Ash made an offer to trade 1 clay, 2 ore, 1 wheat for 1 wood from the bank or a port.",evaluation
"That's Paris, or some other great city, for they're all alike.",evaluation
anyone want clay?,evaluation
You are burning a hole in me.,evaluation
"The third said, My gift is, that a king shall come and take her to wife.",evaluation
That is terrible!,evaluation
raef you wanna trade some ore?,evaluation
"You came to teach the sculptor that his work is but dust and clay only, an outward form made of a material that decays, and that what we should seek to obtain is the ethereal essence of mind and spirit.",evaluation
"Darling Marguerite daisy, he said to her, you are the wisest woman of all the flowers.",evaluation
"I am changing, I am losing all my creases.",evaluation
"I was a little boy, and had accompanied my father to the old man's house.",evaluation
"The tree bends for-ward slightly, and the branches hang quite down to the ground just like green hair.",evaluation
"They had all many things to relate, especially the shirt collar, who was a terrible boaster.",evaluation
"It is a noble art, for nothing can be hidden from you, when once you understand the stars.",evaluation
ni,evaluation
"Don't be thinking too much of yourself, or you may chance to run against a stone.",evaluation
"He can judge best how the stuff looks, for he is intelligent, and nobody understands his office better than he.",evaluation
"nareik15 made an offer to trade 2 sheep, 2 wood for 1 clay from the bank or a port.",evaluation
"At length the stag stopped in front of a wall of rock, and gently let the tailor down.",evaluation
"skinnylinny made an offer to trade 1 ore, 3 wood for 1 sheep from the bank or a port.",evaluation
sorry was asf for a mo,evaluation
does anyone have clay?,evaluation
"This is a shelter for robbers, if they come home and find thee, they will kill thee.",evaluation
"Katherine made an offer to trade 2 wheat, 2 wood for 1 clay from the bank or a port.",evaluation
"I shall send my honest old minister to the weavers, thought the emperor.",evaluation
And this is a representation of human nature.,evaluation
"Then she was in a great fright, and cried out to Chanticleer, Pray run as fast as you can, and fetch me some water, or I shall be choked.",evaluation
"They will be very proud when they find that I am going to marry a Turkish angel; but you must think of some very pretty stories to tell them, for my parents like to hear stories better than anything.",evaluation
wood?,evaluation
"It hurts him, but it shall hurt him still more.",evaluation
I would rather go away and see how I can earn my bread.,evaluation
should we add time,evaluation
"As the fish would not come off the plate, they put it into the red-hot crinkly paper fire in the kitchen; but it would not burn either.",evaluation
"Lean as a skeleton, trembling with cold, and hunger, the old man was clinging with all his thoughts to his money.",evaluation
misplaced/,evaluation
would offer 1 wood for 1 sheep /,evaluation
and didn't get to steal anything....?,evaluation
"laura, could i cadge a clay?",evaluation
anyone have ore to trade?,evaluation
nareik15 made an offer to trade 3 wood for 1 ore from the bank or a port.,evaluation
rennoc1 made an offer to trade 3 sheep for 1 ore from the bank or a port.,evaluation
"The king said to him: You may return to your home, I need you no longer, and you will not receive any more money, for he only receives wages who renders me service for them.",evaluation
still no clay or ore to sprae?,evaluation
"The second said, My gift is, that gold pieces shall fall out of her mouth every time she speaks.",evaluation
Very much?,evaluation
anyone have any brick?,evaluation
"The fox answered, I know a man who has been killing, and the salted meat is lying in a barrel in the cellar; we will get that.",evaluation
And this is a representation of human nature.,evaluation
or wood?,evaluation
ooh i'm a bit scared of those 2 soldiers+2 dev cards,evaluation
Hopefully another season is round the corne,evaluation
looks like it,evaluation
"It was a beautiful shiny yellow, streaked with red.",evaluation
Rabbit tobacco!,evaluation
"Snip, snap, snurre, Basse lurre.'",evaluation
"You came, Sophy, not in the glory of outward beauty, though you are even fairer than is necessary.",evaluation
he'll be 5-10 mins,evaluation
"We are going to have some very grand people, conjurors, who have always something to say; and therefore the old elf king wishes to make a great display.",evaluation
how long shall we give him?,evaluation
"I am the first in this house, when anything solid or useful is required.",evaluation
"Whoever roasts and eats it will find plenty of fat upon it, it has lived so well!",evaluation
yiin made an offer to trade 2 wheat for 1 sheep from the bank or a port.,evaluation
"She was, however, quite free from any physical deformity, although Kaela used to say she was a little crooked; but no eye, save an intimate acquaintance, would have noticed it.",evaluation
It almost looks like a great plateful of spiders jumping about in a crowd.,evaluation
"Two daughters, the elder of whom was going to be confirmed, still remained: they were both good, charming girls; but the lost child always seems the dearest; and when it is youngest, and a son, it makes the trial still more heavy.",evaluation
c'est pas vrai,evaluation
"Good day, Mrs Cat of Kehrewit, How comes it that alone you sit?",evaluation
"See how they sail, said the darning-needle; they do not know what is under them.",evaluation
Nancy made an offer to trade 2 clay for 1 sheep from the bank or a port.,evaluation
i don't have wood either,evaluation
Is it patriotic?,evaluation
these rules are different to the real rules,evaluation
"Such a storm we have never witnessed in our day; for that only happened in grandpapa's time, when he was quite a little boy.",evaluation
"She was beautiful, said her mother; she was quite different from the beauties they call 'antiques,' for they are so damaged.",evaluation
"It became very cold, the dew fell, and the wind blew; so he thought the best thing he could do would be to return home.",evaluation
"All of us, excepting the water-bucket, which is sometimes taken into the courtyard, live here together within these four walls.",evaluation
I kinda need it,evaluation
amanda has more,evaluation
"The water in the canal rose over the banks, for it did not know where to run.",evaluation
well im her now!,evaluation
It is most extraordinary good fortune.,evaluation
"The angel gathered also some beautiful flowers, as well as a few humble buttercups and heart's-ease.",evaluation
"When the lord heard that, he cried: There! he knows it; he must also know who has the money!",evaluation
"Ah! said he, I have this load to carry: to be sure it is silver, but it is so heavy that I cant hold up my head, and you must know it hurts my shoulder sadly.",evaluation
Away with it!,evaluation
Sheep for Ore?,evaluation
"There was often a good deal of show in the streets- show that we don't see nowadays, because it has been abolished as too old-fashioned.",evaluation
Thou wilt not get into heaven.,evaluation
"The faithful warriors will not leave him, but follow him out into the deep waters.",evaluation
"That face said, It is nothing, it will all end better than people think.",evaluation
"You need not be in a hurry; you are always so impatient, and the youngster is getting just the same.",evaluation
Wicked Matz has become mad again! they said amongst themselves.,evaluation
"The sister said, Oh, I pray you, dear brother, do not drink, or you will become a roebuck, and run away from me.",evaluation
"That was a very poor joke perpetrated by the gale, which seemed to have forgotten that a man who writes in a paper is not the kind of person to understand any liberty taken with him; for he is a king in his own newspaper, and likewise in his own opinion.",evaluation
And very early every morning-- before anybody is awake--Hunca Munca comes with her dust-pan and her broom to sweep the Dollies' house!,evaluation
"When he tried him, his strength had increased so much that he could tear an old tree out of the ground.",evaluation
He is not afraid of a kitten.,evaluation
The bell has indeed a strange sweet sound!,evaluation
I can give wood for Wheat.,evaluation
"That's Paris, or some other great city, for they're all alike.",evaluation
I hate cow-beef; it is not tender enough for me.,evaluation
Chameleon made an offer to trade  for  from the bank or a port.,evaluation
yiin made an offer to trade 3 clay for 1 ore from the bank or a port.,evaluation
"If you have, and they catch you, it will be a bad job for you.",evaluation
sorry,evaluation
"A straw was lying by the stream, and it said, I will lay myself across, and you shall drive over me.",evaluation
"What would become of this young man, and what would become of the old bell?",evaluation
Have you never thought of being engaged?,evaluation
i hav wod,evaluation
"Yes, this was the story the Bell told.",evaluation
"No, said the cat, you must first do something more for me of the same kind.",evaluation
"I will and must find the bell, he said, if I have to go to the end of the world.",evaluation
And very early every morning-- before anybody is awake--Hunca Munca comes with her dust-pan and her broom to sweep the Dollies' house!,evaluation
How could it be otherwise with such a travelling companion as he had at last got?,evaluation
"Then he gathers a large handful of flowers, which he carries up to the Almighty, that they may bloom more brightly in heaven than they do on earth.",evaluation
"Ash made an offer to trade 1 clay, 2 ore, 1 wheat for 1 wood from the bank or a port.",evaluation
"Ghettoette made an offer to trade 1 clay, 1 sheep for  from the bank or a port.",evaluation
Still I contrive to lay hold on some of it.,evaluation
Kersti made an offer to trade 1 wheat for 1 clay from the bank or a port.,evaluation
"""Anyone got wood for sheep?"" :D",evaluation
I am going to bury my little hen.,evaluation
"She would go there at once, and there she would dig.",evaluation
What is the matter with you? he asked her.,evaluation
... from ljaybrad123,evaluation
"Next day, the second stayed at home, and he fared no better.",evaluation
should we add time,evaluation
"Her feet moved very fast, trip, trip; good gracious, how she could trip right down to the sea to the night-raven.",evaluation
"Then he answered, To tell the truth I did not cook it, but Cat-skin did.",evaluation
"Bring her the loveliest rose in the world; one which exhibits the purest and brightest love, and if it is brought to her before her eyes close, she will not die.",evaluation
"The brother did not drink, and said, I will wait until we come to the next spring, but then I must drink, say what you like; for my thirst is too great.",evaluation
She tried to excuse herself by saying that she would not be able to find the way thither.,evaluation
I'm guessing I'm out of luck on the wood front too?,evaluation
"We might go together, said the king's son.",evaluation
The place is full of policemen.,evaluation
"They had all many things to relate, especially the shirt collar, who was a terrible boaster.",evaluation
anyone have ore to trade?,evaluation
The priestly hands have been laid on the candidates for confirmation; hand in hand they walk on the green rampart.,evaluation
There was a King in those days.,evaluation
"Mrs. Meta was now on the chain, she could not even bark.",evaluation
